# Column contents: ID(0) Snapshot(1) Scale(2) M200m [Msun/h](3) MVir [Msun/h](4) M200c [Msun/h](5) M500c [Msun/h](6) M2500c [Msun/h](7)
  126134  21 0.09025 2.863e+09  2.8626e+09  2.8626e+09  4.0894e+08  1.3631e+08
  174290  22 0.09304  5.18e+09   6.543e+09  5.1799e+09           0           0
  236430  23 0.09592 9.269e+09  9.2692e+09  9.2692e+09  5.8614e+09           0
  315836  24 0.09888 1.145e+10   1.295e+10   1.145e+10  6.9519e+09   2.181e+09
  415202  25 0.10194 1.363e+10  1.4585e+10  1.3631e+10  6.6793e+09           0
  537453  26 0.10509 1.772e+10  2.0447e+10  1.7721e+10  5.7251e+09           0
  685862  27 0.10834 2.808e+10  2.9443e+10  2.9035e+10  1.4722e+10           0
  863815  28 0.11169 3.217e+10  3.5305e+10  3.2033e+10  1.5676e+10  2.3173e+09
 1074063  29 0.11514 6.107e+10  6.5157e+10  6.1341e+10  3.2851e+10  2.3173e+09
 1320637  30  0.1187 8.179e+10  8.5604e+10   8.206e+10   5.916e+10  1.0905e+09
 1607253  31 0.12237 1.065e+11  1.1109e+11  1.0714e+11  8.5332e+10  3.2033e+10
 1936095  32 0.12615 1.354e+11   1.419e+11  1.3577e+11  1.0687e+11   2.699e+10
 2309510  33 0.13005 1.805e+11  1.9193e+11  1.8184e+11  1.3359e+11  1.7857e+10
 2729842  34 0.13407 2.231e+11  2.4182e+11  2.2423e+11  1.6385e+11  4.5119e+10
 3200354  35 0.13822 2.987e+11   3.127e+11  3.0084e+11  2.1306e+11  6.7066e+10
 3721433  36 0.14249  4.29e+11  4.5406e+11  4.3143e+11  2.7549e+11  8.6831e+10
 4295410  37 0.14689 5.334e+11  5.6202e+11  5.3516e+11  4.2475e+11  1.0251e+11
 4922229  38 0.15143 6.693e+11   7.046e+11  6.7366e+11  5.2657e+11  1.8511e+11
 5602426  39 0.15612 9.414e+11  9.8867e+11  9.4492e+11  6.7679e+11  1.6248e+11
 6336343  40 0.16094 1.225e+12  1.2608e+12  1.2331e+12  9.7245e+11  3.3028e+11
 7123094  41 0.16592 1.387e+12  1.4355e+12  1.4003e+12  1.1457e+12   4.377e+11
 7962209  42 0.17105   1.6e+12   1.651e+12  1.6167e+12  1.3271e+12  4.2011e+11
 8852408  43 0.17633 1.765e+12  1.8059e+12  1.7781e+12  1.3421e+12  3.2715e+11
 9791095  44 0.18179 1.921e+12  2.0024e+12   1.932e+12  1.3447e+12  3.2347e+11
10776871  45  0.1874 2.463e+12  2.5962e+12  2.4852e+12  1.4126e+12  4.1316e+11
11808387  46  0.1932  2.88e+12  2.9816e+12  2.9014e+12  2.0495e+12  7.7466e+11
12883650  47 0.19917 3.112e+12   3.222e+12   3.136e+12  2.2926e+12  9.6605e+11
14000261  48 0.20533 3.477e+12  3.5857e+12  3.4915e+12  2.5141e+12   9.058e+11
15155608  49 0.21167 3.812e+12  3.9188e+12  3.8305e+12  2.6269e+12  6.3794e+11
16346592  50 0.21822 4.063e+12  4.2148e+12  4.0845e+12  2.7501e+12  1.0248e+12
17570445  51 0.22496 4.413e+12  4.8527e+12  4.4131e+12  2.9469e+12  1.2369e+12
18825088  52 0.23192 6.263e+12  6.6226e+12  6.2798e+12  3.4548e+12  1.2917e+12
20107522  53 0.23909 7.352e+12  7.6271e+12  7.4082e+12  5.2532e+12  1.8209e+12
21414942  54 0.24648 7.874e+12  8.1373e+12  7.9403e+12  6.2113e+12  2.5013e+12
22744153  55  0.2541 8.548e+12  8.8269e+12  8.6196e+12  6.6244e+12   2.185e+12
24092413  56 0.26195 9.557e+12  9.8786e+12  9.5988e+12  6.1627e+12  1.6009e+12
25458961  57 0.27005 1.006e+13  1.0454e+13  1.0053e+13  6.6304e+12   1.803e+12
26840491  58  0.2784 1.044e+13  1.0861e+13  1.0396e+13  7.0959e+12  2.7314e+12
28233843  59 0.28701 1.072e+13  1.1169e+13  1.0683e+13  7.6122e+12  2.9961e+12
29637772  60 0.29588 1.161e+13  1.2109e+13   1.151e+13  7.5088e+12  3.0642e+12
31049851  61 0.30502 1.212e+13  1.2781e+13   1.192e+13  7.9951e+12  2.9292e+12
32467516  62 0.31445 1.237e+13  1.3034e+13  1.2189e+13  8.5912e+12  3.2486e+12
33888170  63 0.32417 1.248e+13  1.3111e+13  1.2322e+13  9.2791e+12  3.6138e+12
35311389  64  0.3342 1.288e+13  1.3478e+13  1.2697e+13  9.3225e+12  3.7153e+12
36734734  65 0.34453 1.344e+13  1.4063e+13  1.3114e+13  9.2527e+12   3.751e+12
38156708  66 0.35518 1.358e+13  1.4274e+13  1.3087e+13   9.425e+12  3.9048e+12
39577111  67 0.36616 1.477e+13  1.5403e+13  1.4344e+13   9.935e+12  4.3466e+12
40992517  68 0.37748 1.637e+13  1.6899e+13  1.5873e+13  1.0956e+13   4.541e+12
42402751  69 0.38914 1.778e+13  1.8392e+13  1.7255e+13  1.2737e+13  4.7937e+12
