# Column contents: ID(0) Snapshot(1) Scale(2) M200m [Msun/h](3) MVir [Msun/h](4) M200c [Msun/h](5) M500c [Msun/h](6) M2500c [Msun/h](7)
  695992  21 0.09025 6.475e+08  6.8156e+08  6.4748e+08  2.8966e+08           0
  874814  22 0.09304 7.668e+08   7.838e+08  7.4972e+08  4.6005e+08  8.5195e+07
 1085873  23 0.09592 7.668e+08  8.0083e+08  7.6676e+08  5.4525e+08  2.3855e+08
 1332579  24 0.09888 7.497e+08  8.0083e+08  7.4972e+08  5.6229e+08  2.3855e+08
 1617434  25 0.10194 9.031e+08  9.5419e+08  9.0307e+08  6.3044e+08           0
 1944187  26 0.10509  1.21e+09   1.295e+09  1.2098e+09  6.1341e+08           0
 2314206  27 0.10834 1.465e+09  1.4824e+09  1.4654e+09  8.3491e+08  1.7039e+08
 2730647  28 0.11169 1.619e+09  1.7209e+09  1.6187e+09  1.0735e+09  1.7039e+07
 3194629  29 0.11514 1.976e+09  2.0106e+09  1.9765e+09  1.3631e+09   3.919e+08
 3707676  30  0.1187  2.13e+09   2.181e+09  2.1299e+09  1.6528e+09  5.1117e+08
 4270493  31 0.12237 2.403e+09  2.4707e+09  2.4025e+09  1.8573e+09  5.7933e+08
 4884122  32 0.12615 2.658e+09  2.8285e+09  2.6581e+09  1.7721e+09  5.6229e+08
 5548108  33 0.13005  3.05e+09  3.1522e+09    3.05e+09   1.755e+09  1.7039e+07
 6263689  34 0.13407 3.442e+09  3.6634e+09  3.4589e+09  2.1299e+09  2.8966e+08
 7029164  35 0.13822 3.902e+09  3.9531e+09  3.8849e+09  2.3003e+09  6.4748e+08
 7843400  36 0.14249 4.072e+09  4.1746e+09  4.0723e+09  2.8285e+09  9.3715e+08
 8705275  37 0.14689 4.652e+09  4.8561e+09  4.6517e+09  3.0159e+09  1.0564e+09
 9613041  38 0.15143 6.185e+09  6.2704e+09  6.1511e+09  3.7486e+09  6.3044e+08
10565623  39 0.15612 6.424e+09  6.6282e+09  6.4748e+09  3.9871e+09  7.1564e+08
11561369  40 0.16094 6.935e+09  7.0712e+09  6.8838e+09  5.4184e+09  1.1075e+09
12595489  41 0.16592 7.412e+09  7.5313e+09  7.3949e+09  5.0095e+09  1.3802e+09
13666601  42 0.17105 7.804e+09  8.0254e+09  7.8039e+09  5.2139e+09  8.5195e+08
14772558  43 0.17633 8.128e+09  8.5025e+09  8.1447e+09  5.1628e+09  1.6698e+09
15909753  44 0.18179 8.145e+09  8.3491e+09  8.0935e+09  5.5547e+09  1.4654e+09
17076993  45  0.1874  8.06e+09  8.4173e+09  8.0424e+09  5.2139e+09  1.2609e+09
18271395  46  0.1932 8.877e+09  9.1329e+09  8.9114e+09  5.9296e+09  2.1128e+09
19489537  47 0.19917 9.031e+09   9.593e+09  8.9796e+09  6.4919e+09  2.2832e+09
20729225  48 0.20533 9.218e+09  9.8145e+09  9.2352e+09  6.4919e+09  2.3855e+09
21987923  49 0.21167 9.423e+09  1.0019e+10  9.2522e+09  6.7475e+09  2.4877e+09
23262526  50 0.21822  1.01e+10  1.0445e+10  9.8826e+09  6.6452e+09  2.5047e+09
24551587  51 0.22496 1.007e+10  1.0445e+10  9.9338e+09  6.7986e+09  2.8114e+09
25852330  52 0.23192 1.038e+10  1.0632e+10  1.0343e+10  7.6505e+09  2.8285e+09
27162735  53 0.23909 1.038e+10  1.0769e+10   1.036e+10  7.7528e+09  3.6293e+09
28480021  54 0.24648 1.179e+10  1.2234e+10   1.157e+10  8.0595e+09  3.8167e+09
29802584  55  0.2541 1.223e+10  1.2745e+10  1.2166e+10  8.9796e+09  4.2427e+09
31128453  56 0.26195 1.274e+10  1.3359e+10   1.266e+10  9.9678e+09  4.1405e+09
32456735  57 0.27005 1.411e+10  1.5063e+10  1.3768e+10  1.0087e+10  4.6857e+09
33784554  58  0.2784 1.624e+10  1.7022e+10  1.5676e+10  1.0479e+10  5.4525e+09
35110874  59 0.28701 1.883e+10  1.9748e+10  1.8402e+10  1.2268e+10  6.6963e+09
36434231  60 0.29588 2.152e+10  2.2492e+10  2.1111e+10  1.4483e+10  7.2416e+09
37753930  61 0.30502 2.798e+10  2.9375e+10  2.7484e+10  1.7158e+10  6.6452e+09
39068712  62 0.31445 3.309e+10  3.4214e+10  3.2783e+10   2.014e+10  6.4067e+09
40376499  63 0.32417 3.604e+10  3.6702e+10  3.5918e+10  2.4604e+10  9.0648e+09
41676293  64  0.3342 3.803e+10  3.8764e+10  3.8014e+10  2.5899e+10  1.1842e+10
42966925  65 0.34453 3.883e+10  3.9496e+10  3.8219e+10  2.5712e+10  9.8486e+09
44248570  66 0.35518 3.912e+10  4.0161e+10  3.7929e+10  2.3752e+10  8.4173e+09
45520768  67 0.36616 4.035e+10  4.1115e+10  3.8508e+10  2.0975e+10  8.3321e+09
46783473  68 0.37748   3.9e+10  3.9633e+10  3.7281e+10  2.1503e+10  9.9678e+09
48034482  69 0.38914 3.793e+10  3.8713e+10  3.6157e+10  2.3054e+10  1.0701e+10
49274329  70 0.40117 3.803e+10   3.844e+10  3.6191e+10  2.4979e+10  1.1041e+10
50502725  71 0.41358 3.958e+10  4.0059e+10  3.6907e+10  2.6666e+10  1.2626e+10
51719055  72 0.42636 4.626e+10  4.6994e+10  4.3586e+10  2.9614e+10  1.2319e+10
52922077  73 0.43954 4.858e+10  4.9021e+10  4.6363e+10  3.6583e+10   1.542e+10
54111942  74 0.45313 5.093e+10  5.1441e+10  4.7658e+10  3.9071e+10  2.0038e+10
55289605  75 0.46714 5.425e+10  5.4798e+10  5.1134e+10  3.6106e+10  1.6852e+10
56454680  76 0.48158 5.427e+10  5.4661e+10  5.1185e+10  3.5578e+10  1.4926e+10
57607178  77 0.49647 5.371e+10  5.3894e+10  4.9703e+10  3.7656e+10  1.4722e+10
58746168  78 0.51181 5.584e+10  5.5667e+10  5.0879e+10   3.556e+10  1.4688e+10
59870911  79 0.52763 5.776e+10  5.6859e+10  5.1782e+10  3.3328e+10   1.571e+10
