# Column contents: ID(0) Snapshot(1) Scale(2) M200m [Msun/h](3) MVir [Msun/h](4) M200c [Msun/h](5) M500c [Msun/h](6) M2500c [Msun/h](7)
  188179  16 0.07751  8.52e+07  8.5195e+07  8.5195e+07  1.7039e+07           0
  254477  17  0.0799 1.874e+08  1.8743e+08  1.8743e+08  3.4078e+07           0
  338298  18 0.08237 1.874e+08  1.8743e+08  1.8743e+08  1.7039e+07           0
  442852  19 0.08492 2.386e+08  2.5559e+08  2.3855e+08  1.7039e+07  1.7039e+07
  570455  20 0.08754 3.578e+08  3.5782e+08  3.5782e+08  1.3631e+08           0
  725575  21 0.09025 5.452e+08  5.9637e+08  5.4525e+08   3.067e+08  1.7039e+07
  910630  22 0.09304 8.008e+08  8.0083e+08  8.0083e+08  3.7486e+08  3.4078e+07
 1128614  23 0.09592 9.201e+08  1.0053e+09  9.2011e+08  5.7933e+08  3.4078e+07
 1383002  24 0.09888 1.056e+09  1.0735e+09  1.0564e+09   6.986e+08  1.7039e+08
 1676300  25 0.10194 1.431e+09  1.5165e+09  1.4142e+09  8.6899e+08  2.3855e+08
 2012039  26 0.10509 1.823e+09  1.9595e+09  1.8232e+09  1.1246e+09  2.8966e+08
 2391843  27 0.10834 2.437e+09  2.5218e+09  2.4366e+09   1.738e+09  3.4078e+08
 2818507  28 0.11169 2.828e+09  2.8966e+09  2.8285e+09  2.1469e+09  3.4078e+08
 3293219  29 0.11514 3.084e+09  3.2204e+09  3.0841e+09  2.5047e+09  7.1564e+08
 3817268  30  0.1187 3.578e+09  3.6123e+09  3.5782e+09  2.5559e+09  5.1117e+08
 4391416  31 0.12237 3.868e+09  3.9701e+09  3.8849e+09  2.8455e+09  3.2374e+08
 5016762  32 0.12615  4.14e+09  4.2427e+09  4.1405e+09  2.5899e+09           0
 5692522  33 0.13005 4.328e+09  4.5153e+09  4.3109e+09  2.5729e+09  7.3268e+08
 6420006  34 0.13407 4.788e+09  4.9924e+09   4.805e+09  2.8455e+09  1.2098e+09
 7197252  35 0.13822 5.163e+09  5.2991e+09  5.1628e+09  3.2885e+09  1.6017e+09
 8022957  36 0.14249 5.418e+09  5.5036e+09  5.4014e+09  3.4248e+09   1.738e+09
 8896063  37 0.14689 5.555e+09  5.8103e+09  5.5547e+09  3.5271e+09  1.5335e+09
 9814797  38 0.15143 5.878e+09  6.1341e+09  5.8614e+09   3.493e+09  1.1075e+09
10777970  39 0.15612 6.083e+09  6.6111e+09     6.1e+09  3.8167e+09  1.1757e+09
11783866  40 0.16094 6.339e+09  6.7645e+09  6.3044e+09  4.0723e+09  1.9936e+09
12827542  41 0.16592 7.327e+09  7.6676e+09  7.3097e+09   4.805e+09  2.0617e+09
13907739  42 0.17105 8.332e+09  8.7921e+09  8.2469e+09  5.1288e+09  2.0447e+09
15022009  43 0.17633 9.746e+09  1.0615e+10  9.9678e+09  5.9637e+09  2.3855e+09
16166993  44 0.18179 1.213e+10  1.2677e+10  1.2098e+10  7.0542e+09  2.9818e+09
17341358  45  0.1874 1.603e+10  1.7482e+10  1.6238e+10  9.3204e+09  2.9818e+09
18542313  46  0.1932 1.462e+10  2.1946e+10  2.1742e+10  1.5608e+10   3.476e+09
19766421  47 0.19917 2.445e+10  2.5542e+10  2.4451e+10  1.7959e+10  5.2651e+09
21011732  48 0.20533  2.69e+10  2.8131e+10  2.6785e+10  1.4279e+10  4.0894e+09
22275153  49 0.21167 2.902e+10  3.2647e+10   2.883e+10  1.4415e+10  3.6634e+09
23553654  50 0.21822 3.897e+10  4.3467e+10  3.8372e+10  1.3972e+10  2.8455e+09
24846113  51 0.22496 4.843e+10  5.1833e+10  4.8067e+10  2.3735e+10  3.4078e+09
26149759  52 0.23192 6.017e+10  6.3164e+10  5.9586e+10  3.9036e+10  1.7499e+10
27462711  53 0.23909 6.841e+10  7.0388e+10  6.8156e+10  5.0044e+10  1.7942e+10
28781843  54 0.24648 7.197e+10  7.4444e+10  7.2297e+10  5.7081e+10  2.6376e+10
30105627  55  0.2541 7.746e+10  8.0288e+10  7.6965e+10  5.8972e+10  2.0345e+10
